"weekday","Age","Gender","Alcohol_Results","Drug_Involvement","Atmospheric_Condition","Roadway","Fatality"
7,31,"Male","0.0","Unknown","Clear","Urban-Principal Arterial-Interstate","fatal"
1,45,"Male","0.34","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
3,65,"Male",,"No","Cloudy","Urban-Other Principal Arterial","no_fatal"
2,25,"Female",,"Not Reported","Rain","Urban-Other Principal Arterial","no_fatal"
5,18,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
6,21,"Male","0.0","Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
7,2,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
6,1,"Male",,"Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
2,52,"Male","0.22","Not Reported","Clear","Rural-Local Road or Street","fatal"
4,72,"Male","0.0","Not Reported","Clear","Rural-Local Road or Street","fatal"
7,39,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
7,31,"Male","0.22","No","Clear","Urban-Other Principal Arterial","fatal"
5,18,"Male",,"Not Reported","Clear","Rural-Minor Arterial","fatal"
5,35,"Male",,"No","Cloudy","Rural-Major Collector","no_fatal"
2,52,"Male",,"Yes","Cloudy","Rural-Principal Arterial-Other","no_fatal"
6,46,"Male","0.0","Not Reported","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
5,47,"Male","0.0","Unknown","Cloudy","Rural-Minor Arterial","fatal"
2,70,"Female",,"No","Rain","Rural-Principal Arterial-Other","no_fatal"
5,26,"Male","0.13","Not Reported","Clear","Urban-Principal Arterial-Interstate","fatal"
7,28,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
7,35,"Male","0.42","Not Reported","Snow","Rural-Principal Arterial-Other","fatal"
4,24,"Female","0.0","Unknown","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
5,76,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
4,71,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
1,7,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
7,17,"Male","0.08","Yes","Clear","Rural-Local Road or Street","fatal"
5,22,"Male","0.1","No","Snow","Rural-Minor Arterial","fatal"
2,54,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
4,77,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Interstate","fatal"
3,87,"Male",,"Not Reported","Cloudy","Urban-Minor Arterial","no_fatal"
3,56,"Male","0.0","No","Cloudy","Rural-Major Collector","fatal"
7,12,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
4,22,"Male",,"Not Reported","Clear","Rural-Unknown Rural","no_fatal"
6,18,"Male","\N","Unknown","Clear","Rural-Minor Collector","fatal"
5,73,"Female","\N","Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
5,48,"Male","0.0","Yes","Clear","Urban-Minor Arterial","no_fatal"
7,44,"Male","0.23","Unknown","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
4,24,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
2,54,"Female",,"No","Cloudy","Rural-Minor Arterial","no_fatal"
3,56,"Male",,"Not Reported","Cloudy","Rural-Major Collector","no_fatal"
2,19,"Female",,"Not Reported","Cloudy","Rural-Major Collector","no_fatal"
6,21,"Male","0.11","No","Clear","Rural-Local Road or Street","no_fatal"
2,41,"Female",,"Not Reported","Clear","Unknown","no_fatal"
2,20,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
4,17,"Male",,"No","Clear","Rural-Local Road or Street","no_fatal"
4,22,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
7,41,"Male","0.18","Not Reported","Clear","Rural-Local Road or Street","fatal"
3,34,"Male",,"No","Rain","Rural-Minor Arterial","no_fatal"
1,71,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
6,21,"Male","0.13","No","Clear","Rural-Major Collector","no_fatal"
7,54,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
2,43,"Male","0.0","No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
7,86,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,62,"Female","0.0","No","Clear","Urban-Other Principal Arterial","no_fatal"
3,36,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
6,61,"Male",,"No","Cloudy","Rural-Principal Arterial-Interstate","no_fatal"
6,25,"Male","0.2","Unknown","Clear","Rural-Minor Arterial","fatal"
1,54,"Male","0.21","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
2,50,"Male","0.0","Unknown","Clear","Urban-Other Principal Arterial","no_fatal"
2,63,"Male",,"No","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
1,58,"Male",,"No","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
5,41,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
4,21,"Female",,"No","Clear","Rural-Major Collector","no_fatal"
1,38,"Male","0.18","Unknown","Cloudy","Rural-Local Road or Street","fatal"
6,25,"Male","0.16","Unknown","Clear","Urban-Minor Arterial","fatal"
5,61,"Male","0.01","Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
5,66,"Male","0.0","Unknown","Clear","Urban-Collector","fatal"
6,57,"Female","0.0","No","Clear","Urban-Collector","no_fatal"
4,24,"Female",,"No","Rain","Urban-Local Road or Street","no_fatal"
5,44,"Male",,"Not Reported","Rain","Rural-Minor Arterial","no_fatal"
7,26,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,54,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,55,"Male",,"No","Clear","Rural-Minor Arterial","no_fatal"
6,59,"Male","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
6,20,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
7,28,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
2,9,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
1,37,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,51,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
1,26,"Male","0.26","Yes","Clear","Urban-Principal Arterial-Interstate","fatal"
4,50,"Male","0.0","No","Cloudy","Rural-Minor Arterial","no_fatal"
2,60,"Male",,"Not Reported","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
2,30,"Male",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
1,60,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
4,57,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
2,71,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,40,"Female","0.3","Not Reported","Clear","Rural-Local Road or Street","fatal"
4,57,"Male","0.0","No","Fog, Smog, Smoke","Rural-Principal Arterial-Other","no_fatal"
1,38,"Male","\N","Not Reported","Rain","Urban-Other Principal Arterial","no_fatal"
7,,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,51,"Male",,"No","Rain","Rural-Major Collector","no_fatal"
4,73,"Male","0.0","No","Clear","Rural-Major Collector","fatal"
2,19,"Male",,"No","Rain","Urban-Principal Arterial-Interstate","no_fatal"
1,7,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,20,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
7,11,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,21,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
7,23,"Male","0.11","Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
1,0,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,0,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,52,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,29,"Female",,"No","Rain","Rural-Principal Arterial-Interstate","no_fatal"
6,63,"Female",,"No","Clear","Rural-Minor Arterial","no_fatal"
2,68,"Female","0.0","No","Rain","Rural-Principal Arterial-Interstate","fatal"
5,24,"Male",,"Not Reported","Cloudy","Urban-Other Principal Arterial","no_fatal"
1,4,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
6,6,"Female",,"No","Clear","Rural-Local Road or Street","no_fatal"
4,41,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
5,30,"Female","0.19","No","Clear","Urban-Minor Arterial","fatal"
4,29,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
5,20,"Male","\N","Unknown","Clear","Urban-Minor Arterial","fatal"
7,30,"Male","0.0","Unknown","Cloudy","Urban-Other Principal Arterial","fatal"
3,50,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
5,26,"Male","0.17","Yes","Clear","Urban-Local Road or Street","fatal"
5,27,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,40,"Male","0.0","No","Rain","Rural-Principal Arterial-Other","no_fatal"
3,36,"Female","0.13","Not Reported","Clear","Urban-Principal Arterial-Interstate","fatal"
7,35,"Male","0.13","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
5,43,"Female",,"Not Reported","Fog, Smog, Smoke","Rural-Principal Arterial-Interstate","no_fatal"
3,1,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
2,27,"Male",,"Not Reported","Cloudy","Urban-Minor Arterial","no_fatal"
5,52,"Female",,"No","Clear","Urban-Local Road or Street","no_fatal"
6,28,"Male","0.11","No","Clear","Urban-Principal Arterial-Interstate","fatal"
6,82,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","fatal"
6,19,"Female",,"No","Clear","Urban-Local Road or Street","no_fatal"
6,24,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
6,58,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,28,"Female","\N","No","Clear","Rural-Minor Arterial","fatal"
1,57,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
6,27,"Male","0.08","Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
7,58,"Male","0.26","Not Reported","Clear","Rural-Major Collector","fatal"
1,50,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
1,75,"Female","0.0","Unknown","Clear","Rural-Principal Arterial-Interstate","fatal"
5,24,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
1,21,"Male","0.25","Not Reported","Clear","Urban-Principal Arterial-Interstate","fatal"
4,23,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
4,50,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
1,24,"Female","\N","No","Clear","Urban-Other Principal Arterial","no_fatal"
2,48,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
1,23,"Male",,"Not Reported","Rain","Urban-Principal Arterial-Interstate","no_fatal"
3,24,"Female","0.0","Yes","Clear","Urban-Principal Arterial-Interstate","fatal"
5,25,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
2,33,"Male","0.0","Not Reported","Clear","Urban-Local Road or Street","no_fatal"
3,73,"Male","0.0","No","Clear","Urban-Principal Arterial-Interstate","fatal"
6,18,"Male",,"No","Rain","Rural-Local Road or Street","no_fatal"
3,42,"Male","0.0","Unknown","Clear","Urban-Other Principal Arterial","fatal"
2,19,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
3,82,"Male","0.0","No","Clear","Urban-Other Principal Arterial","fatal"
7,37,"Male","0.1","No","Clear","Rural-Principal Arterial-Other","fatal"
1,17,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
7,23,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
1,31,"Male","0.11","Unknown","Clear","Rural-Major Collector","fatal"
3,51,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
3,29,"Female",,"Not Reported","Clear","Rural-Unknown Rural","no_fatal"
6,57,"Male","0.26","Not Reported","Clear","Rural-Local Road or Street","fatal"
4,20,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
1,27,"Male",,"No","Cloudy","Urban-Other Principal Arterial","no_fatal"
6,7,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,19,"Male","0.01","No","Clear","Rural-Local Road or Street","fatal"
3,69,"Female","0.0","Not Reported","Clear","Rural-Major Collector","fatal"
5,19,"Male",,"No","Cloudy","Rural-Minor Arterial","no_fatal"
5,36,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
2,68,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
2,25,"Male",,"Not Reported","Clear","Urban-Collector","fatal"
6,50,"Female",,"No","Cloudy","Rural-Principal Arterial-Other","no_fatal"
5,23,"Male",,"No","Clear","Rural-Minor Collector","no_fatal"
2,61,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
7,47,"Male",,"Not Reported","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
6,71,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,69,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,40,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
4,49,"Male","0.26","Not Reported","Clear","Rural-Major Collector","fatal"
7,15,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
5,24,"Male","0.0","Not Reported","Snow","Urban-Other Principal Arterial","fatal"
3,26,"Male","0.1","No","Clear","Urban-Minor Arterial","no_fatal"
6,32,"Male",,"No","Cloudy","Urban-Other Principal Arterial","no_fatal"
4,24,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
4,28,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
2,49,"Female",,"No","Clear","Rural-Major Collector","no_fatal"
1,68,"Male","0.0","No","Clear","Rural-Major Collector","fatal"
5,20,"Male",,"No","Sleet, Hail (Freezing Rain or Drizzle)","Rural-Principal Arterial-Other","no_fatal"
6,18,"Male","0.09","Unknown","Rain","Rural-Local Road or Street","fatal"
7,1,"Female",,"Not Reported","Clear","Urban-Collector","no_fatal"
5,34,"Male","0.0","Not Reported","Fog, Smog, Smoke","Urban-Local Road or Street","no_fatal"
1,40,"Female","0.11","Not Reported","Clear","Urban-Local Road or Street","no_fatal"
5,53,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
4,32,"Male","\N","Not Reported","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
2,33,"Male","0.0","Unknown","Clear","Rural-Minor Arterial","fatal"
6,49,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
2,21,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
4,47,"Male",,"No","Clear","Rural-Major Collector","fatal"
1,60,"Female",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,51,"Male","0.0","Unknown","Clear","Rural-Principal Arterial-Interstate","fatal"
5,20,"Male","0.28","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
7,28,"Male","0.08","Yes","Clear","Rural-Local Road or Street","fatal"
4,51,"Male","0.0","Unknown","Clear","Rural-Principal Arterial-Interstate","fatal"
4,19,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
5,38,"Male","0.0","Unknown","Cloudy","Urban-Principal Arterial-Interstate","fatal"
6,33,"Male",,"Not Reported","Rain","Urban-Minor Arterial","no_fatal"
5,26,"Male",,"No","Clear","Urban-Collector","no_fatal"
4,72,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
4,20,"Male",,"Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
4,48,"Male","0.26","Not Reported","Clear","Unknown","fatal"
2,20,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
7,51,"Male","0.0","Yes","Clear","Urban-Principal Arterial-Interstate","fatal"
5,65,"Female",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
6,30,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
1,23,"Male","0.0","Unknown","Rain","Rural-Major Collector","fatal"
7,20,"Male","0.15","Not Reported","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
1,78,"Male","0.0","No","Clear","Urban-Minor Arterial","fatal"
3,2,"Female",,"Not Reported","Clear","Urban-Collector","fatal"
4,21,"Male","0.24","No","Clear","Rural-Principal Arterial-Other","fatal"
3,28,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
1,54,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
2,43,"Male",,"No","Rain","Rural-Major Collector","no_fatal"
5,52,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
7,4,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
7,62,"Female","0.12","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
6,57,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
6,24,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
5,79,"Male","0.0","No","Clear","Urban-Local Road or Street","fatal"
1,75,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
3,57,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,28,"Male","0.2","Yes","Clear","Urban-Other Principal Arterial","no_fatal"
7,41,"Male",,"No","Rain","Rural-Minor Arterial","no_fatal"
5,22,"Male","0.17","Unknown","Clear","Urban-Other Principal Arterial","fatal"
6,28,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
6,27,"Male","0.14","Unknown","Rain","Rural-Principal Arterial-Other","fatal"
5,17,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
7,,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,56,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
7,50,"Male",,"Not Reported","Clear","Urban-Collector","fatal"
1,62,"Female",,"Not Reported","Rain","Urban-Collector","no_fatal"
7,23,"Male","0.0","Unknown","Clear","Urban-Other Principal Arterial","no_fatal"
4,19,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
6,29,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
3,36,"Female",,"No","Clear","Urban-Local Road or Street","no_fatal"
6,18,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
3,73,"Male",,"No","Clear","Rural-Local Road or Street","no_fatal"
7,33,"Female","0.15","No","Cloudy","Urban-Local Road or Street","no_fatal"
1,51,"Female","0.0","Unknown","Clear","Rural-Major Collector","fatal"
5,30,"Male","\N","Unknown","Clear","Urban-Minor Arterial","fatal"
3,70,"Male","0.0","Not Reported","Clear","Urban-Minor Arterial","fatal"
7,55,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
7,47,"Male","0.0","Not Reported","Clear","Urban-Minor Arterial","no_fatal"
7,34,"Female","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,65,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,3,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
1,2,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
1,31,"Male",,"Not Reported","Cloudy","Rural-Major Collector","fatal"
1,48,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
1,43,"Male",,"No","Rain","Urban-Other Principal Arterial","no_fatal"
6,18,"Male","0.0","Unknown","Clear","Urban-Minor Arterial","fatal"
1,12,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
7,7,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
2,79,"Female",,"Not Reported","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
3,19,"Female",,"Not Reported","Cloudy","Urban-Other Principal Arterial","fatal"
6,53,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
5,23,"Male","0.15","Not Reported","Rain","Rural-Minor Arterial","no_fatal"
3,26,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
7,56,"Female","0.28","No","Clear","Urban-Other Principal Arterial","fatal"
5,30,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
6,16,"Female",,"Not Reported","Clear","Urban-Collector","no_fatal"
5,55,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
7,60,"Female","0.0","Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
7,77,"Female","0.0","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
3,47,"Male","0.25","No","Clear","Urban-Other Principal Arterial","no_fatal"
7,19,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","fatal"
3,2,"Female",,"Not Reported","Cloudy","Urban-Other Principal Arterial","no_fatal"
1,38,"Male","0.0","No","Clear","Rural-Minor Arterial","no_fatal"
1,46,"Female",,"No","Clear","Urban-Local Road or Street","no_fatal"
6,46,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
1,16,"Female",,"Not Reported","Rain","Rural-Principal Arterial-Other","no_fatal"
6,51,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
7,54,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,27,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
4,58,"Female",,"Not Reported","Rain","Rural-Principal Arterial-Other","no_fatal"
1,55,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
5,81,"Male","0.0","Yes","Cloudy","Rural-Minor Collector","fatal"
6,47,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
2,27,"Male","0.0","No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,25,"Male","0.14","Unknown","Clear","Urban-Collector","fatal"
4,16,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,24,"Male","0.09","Yes","Clear","Rural-Minor Arterial","fatal"
7,53,"Male","0.17","No","Clear","Urban-Local Road or Street","fatal"
3,32,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
3,54,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
7,60,"Female","0.0","Not Reported","Clear","Rural-Major Collector","no_fatal"
1,43,"Female","0.0","Not Reported","Clear","Rural-Major Collector","fatal"
6,77,"Male",,"Not Reported","Clear","Rural-Local Road or Street","fatal"
2,50,"Male",,"Not Reported","Rain","Urban-Other Principal Arterial","no_fatal"
6,33,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
6,35,"Female",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
2,23,"Male",,"No","Clear","Rural-Local Road or Street","no_fatal"
4,80,"Female","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
2,52,"Male","0.0","Not Reported","Rain","Rural-Principal Arterial-Interstate","no_fatal"
5,51,"Male",,"Not Reported","Other","Rural-Principal Arterial-Interstate","no_fatal"
7,44,"Female",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
7,21,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,88,"Male",,"Not Reported","Clear","Urban-Local Road or Street","fatal"
3,12,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,51,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
5,28,"Female",,"Not Reported","Rain","Rural-Minor Arterial","fatal"
6,23,"Male","0.0","Yes","Cloudy","Rural-Principal Arterial-Interstate","fatal"
6,8,"Female",,"No","Rain","Rural-Principal Arterial-Interstate","no_fatal"
6,33,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,24,"Male","0.24","No","Clear","Urban-Other Principal Arterial","fatal"
6,23,"Male",,"Not Reported","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
5,69,"Male",,"No","Clear","Urban-Local Road or Street","no_fatal"
6,26,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
4,73,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
5,10,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,65,"Female","0.0","No","Cloudy","Rural-Major Collector","no_fatal"
5,65,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,8,"Male",,"No","Cloudy","Rural-Principal Arterial-Other","no_fatal"
7,65,"Male","0.0","No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,71,"Male","0.0","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
4,39,"Male",,"No","Cloudy","Rural-Minor Arterial","no_fatal"
6,48,"Male","0.02","Yes","Cloudy","Urban-Local Road or Street","fatal"
5,89,"Male","0.0","Unknown","Clear","Urban-Other Principal Arterial","fatal"
7,88,"Male",,"No","Cloudy","Urban-Local Road or Street","no_fatal"
6,8,"Male",,"Not Reported","Cloudy","Rural-Major Collector","no_fatal"
6,28,"Female","0.08","Yes","Clear","Urban-Local Road or Street","no_fatal"
3,79,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
3,29,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
3,24,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
1,46,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,51,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
7,78,"Female","0.0","Not Reported","Clear","Urban-Minor Arterial","fatal"
7,29,"Male","0.13","No","Clear","Rural-Principal Arterial-Interstate","fatal"
4,22,"Male",,"Not Reported","Clear","Urban-Collector","no_fatal"
5,36,"Male",,"No","Cloudy","Urban-Local Road or Street","no_fatal"
5,10,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
4,54,"Male","0.17","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
1,61,"Male","0.0","No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,21,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,16,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
2,59,"Female","0.0","Unknown","Cloudy","Rural-Local Road or Street","fatal"
7,23,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
1,50,"Male","\N","Yes","Clear","Urban-Local Road or Street","no_fatal"
6,32,"Male","0.05","Not Reported","Clear","Rural-Minor Collector","fatal"
5,47,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
4,36,"Male",,"No","Cloudy","Rural-Minor Arterial","no_fatal"
3,35,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
5,21,"Female",,"No","Cloudy","Rural-Local Road or Street","no_fatal"
4,79,"Female","0.0","Not Reported","Clear","Rural-Major Collector","fatal"
4,20,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
5,36,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
4,19,"Female",,"Not Reported","Cloudy","Urban-Other Principal Arterial","no_fatal"
2,79,"Female","\N","\N","Clear","Rural-Minor Collector","fatal"
6,39,"Male","\N","No","Clear","Rural-Minor Arterial","fatal"
